stage,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us,kernelName,err,tflops,bw
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,104.2469,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2_bnt0_fp4,0.8%,494.4,15457.53
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,143.3041,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2_bnt0_xcd4,0.0%,359.65,11244.61
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,147.0394,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2_bnt0_xcd4_fp4,0.8%,350.52,10958.96
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,95.9785,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2,0.0%,536.99,16789.17
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,100.0394,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2_fp4,0.8%,515.19,16107.65
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,138.9839,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2_xcd4,0.0%,370.83,11594.14
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,143.1787,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2_xcd4_fp4,0.8%,359.97,11254.46
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,101.8607,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_bnt0,0.0%,505.98,15819.64
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,105.5211,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_bnt0_fp4,0.8%,488.43,15270.87
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,138.0526,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_bnt0_xcd4,0.0%,373.33,11672.36
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,141.1874,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_bnt0_xcd4_fp4,0.8%,365.04,11413.19
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,96.8138,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3,0.0%,532.36,16644.31
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,99.9127,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_fp4,0.8%,515.85,16128.07
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,134.7534,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_xcd4,0.0%,382.47,11958.13
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,135.9481,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_xcd4_fp4,0.8%,379.11,11853.05
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,117.7424,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb2_bnt0_fp4,100.0%,437.73,13685.8
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,162.4449,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb2_bnt0_xcd4_fp4,100.0%,317.27,9919.67
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,120.9793,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb2_bnt0_go_fp4,100.0%,426.02,13319.63
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,167.4342,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb2_bnt0_go_xcd4_fp4,100.0%,307.82,9624.07
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,110.9193,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb2_fp4,100.0%,464.66,14527.67
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,153.6505,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb2_xcd4_fp4,100.0%,335.43,10487.43
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,117.2299,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb2_go_fp4,100.0%,439.65,13745.63
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,160.8213,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb2_go_xcd4_fp4,100.0%,320.48,10019.81
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,125.5048,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb4_bnt0_fp4,100.0%,410.66,12839.34
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,180.2147,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb4_bnt0_xcd4_fp4,100.0%,285.99,8941.55
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,146.0099,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb4_bnt0_go_fp4,100.0%,352.99,11036.23
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,206.7794,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb4_bnt0_go_xcd4_fp4,100.0%,249.25,7792.84
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,119.4736,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb4_fp4,100.0%,431.39,13487.49
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,171.057,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb4_xcd4_fp4,100.0%,301.3,9420.25
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,141.018,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb4_go_fp4,100.0%,365.48,11426.9
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,199.3995,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb4_go_xcd4_fp4,100.0%,258.47,8081.26
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb7_bnt0_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb7_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb7_bnt0_go_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb7_bnt0_go_xcd4_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb7_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb7_xcd4_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb7_go_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb7_go_xcd4_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb14_bnt0_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb14_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb14_bnt0_go_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb14_bnt0_go_xcd4_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb14_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb14_xcd4_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb14_go_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb14_go_xcd4_fp4,100.0%,0.0,0.0
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,101.9054,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_bnt0,0.0%,505.76,15812.7
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,103.7745,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_bnt0_fp4,0.8%,496.65,15527.89
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,135.3512,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_bnt0_xcd4,0.0%,380.78,11905.32
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,134.6259,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_bnt0_xcd4_fp4,0.8%,382.84,11969.46
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,95.4419,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,540.01,16883.56
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,98.613,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_fp4,0.8%,522.65,16340.64
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,130.8863,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_xcd4,0.0%,393.77,12311.44
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,131.83,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_xcd4_fp4,0.8%,390.96,12223.31
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,113.7674,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_bnt0,0.0%,453.03,14163.98
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,114.5676,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_bnt0_fp4,0.8%,449.86,14065.05
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,145.3667,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_bnt0_xcd4,0.0%,354.55,11085.06
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,150.0753,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_bnt0_xcd4_fp4,0.8%,343.42,10737.27
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,107.6246,flydsl_moe1_afp4_wfp4_bf16_t32x128x256,0.0%,478.88,14972.41
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,108.9607,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_fp4,0.8%,473.01,14788.81
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,139.7679,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_xcd4,0.0%,368.75,11529.11
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,144.1633,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_xcd4_fp4,0.8%,357.51,11177.6
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,109.4278,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_bnt0,0.0%,470.99,14725.68
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,111.3266,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_bnt0_fp4,0.8%,462.96,14474.52
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,131.9584,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_bnt0_xcd4,0.0%,390.57,12211.42
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,132.2891,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_bnt0_xcd4_fp4,0.8%,389.6,12180.89
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,105.0896,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2,0.0%,490.43,15333.57
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,104.1036,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_fp4,0.8%,495.08,15478.8
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,128.3905,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_xcd4,0.0%,401.43,12550.77
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,127.3952,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_xcd4_fp4,0.8%,404.56,12648.82
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,109.2634,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_bnt0,0.0%,471.7,14747.84
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,109.5847,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_bnt0_fp4,0.8%,470.32,14704.6
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,128.9755,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_bnt0_xcd4,0.0%,399.61,12493.84
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,128.2109,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_bnt0_xcd4_fp4,0.8%,401.99,12568.35
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,104.0952,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3,0.0%,495.12,15480.05
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,104.9221,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_fp4,0.8%,491.22,15358.05
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,124.3643,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_xcd4,0.0%,414.42,12957.09
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,125.4706,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_xcd4_fp4,0.8%,410.77,12842.84
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,126.2401,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb2_bnt0_fp4,100.0%,408.27,12764.56
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,150.9817,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb2_bnt0_xcd4_fp4,100.0%,341.36,10672.81
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,124.1568,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb2_bnt0_go_fp4,67.7%,415.12,12978.74
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,145.3672,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb2_bnt0_go_xcd4_fp4,71.5%,354.55,11085.03
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,119.2477,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb2_fp4,100.0%,432.21,13513.04
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,144.8309,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb2_xcd4_fp4,100.0%,355.86,11126.07
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,119.3361,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb2_go_fp4,62.7%,431.89,13503.03
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,140.6122,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb2_go_xcd4_fp4,71.6%,366.54,11459.88
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,132.3471,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb4_bnt0_fp4,100.0%,389.43,12175.55
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,149.9698,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb4_bnt0_xcd4_fp4,100.0%,343.67,10744.82
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,135.0153,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb4_bnt0_go_fp4,75.8%,381.73,11934.94
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,150.665,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb4_bnt0_go_xcd4_fp4,74.6%,342.08,10695.25
stage1,256,64,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,124.9963,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_kb4_fp4,100.0%,412.33,12891.57
